0,0,197226,197226
0,1,197226,197226
0,2,210579,210579
0,3,210579,210579
0,4,210579,210579
1,0,96651,197226
1,1,94968,210579
1,2,94968,210579
1,3,96651,197226
1,4,94968,210579
2,0,96651,197226
2,1,96651,197226
2,2,94968,210579
2,3,94968,210579
2,4,94968,210579
3,0,94968,210579
3,1,96651,197226
3,2,96651,197226
3,3,94968,210579
3,4,96651,197226
4,0,94968,210579
4,1,96651,197226
4,2,94968,210579
4,3,94968,210579
4,4,96651,197226
5,0,96651,197226
5,1,94968,210579
5,2,96651,197226
5,3,94968,210579
5,4,94968,210579
6,0,96651,197226
6,1,96651,197226
6,2,94968,210579
6,3,94968,210579
6,4,94968,210579
7,0,96651,197226
7,1,96651,197226
7,2,96651,197226
7,3,96651,197226
7,4,94968,210579
8,0,94968,210579
8,1,94968,210579
8,2,96651,197226
8,3,96651,197226
8,4,96651,197226
9,0,96651,197226
9,1,94968,210579
9,2,96651,197226
9,3,94968,210579
9,4,94968,210579
10,0,94968,210579
10,1,94968,210579
10,2,96651,197226
10,3,94968,210579
10,4,96651,197226
11,0,96651,197226
11,1,96651,197226
11,2,94968,210579
11,3,94968,210579
11,4,94968,210579
12,0,96651,197226
12,1,96651,197226
12,2,96651,197226
12,3,96651,197226
12,4,96651,197226
13,0,96651,197226
13,1,96651,197226
13,2,94968,210579
13,3,96651,197226
13,4,96651,197226
14,0,96651,197226
14,1,96651,197226
14,2,96651,197226
14,3,94968,210579
14,4,94968,210579
15,0,94968,210579
15,1,94968,210579
15,2,96651,197226
15,3,94968,210579
15,4,94968,210579
16,0,94968,210579
16,1,96651,197226
16,2,94968,210579
16,3,96651,197226
16,4,94968,210579
17,0,94968,210579
17,1,96651,197226
17,2,94968,210579
17,3,94968,210579
17,4,96651,197226
18,0,94968,210579
18,1,94968,210579
18,2,94968,210579
18,3,96651,197226
18,4,94968,210579
19,0,94968,210579
19,1,96651,197226
19,2,94968,210579
19,3,96651,197226
19,4,96651,197226
20,0,94968,210579
20,1,94968,210579
20,2,94968,210579
20,3,94968,210579
20,4,94968,210579
21,0,94968,210579
21,1,94968,210579
21,2,94968,210579
21,3,94968,210579
21,4,94968,210579
22,0,94968,210579
22,1,94968,210579
22,2,94968,210579
22,3,94968,210579
22,4,94968,210579
23,0,94968,210579
23,1,94968,210579
23,2,94968,210579
23,3,94968,210579
23,4,94968,210579
24,0,94968,210579
24,1,94968,210579
24,2,94968,210579
24,3,94968,210579
24,4,94968,210579
25,0,94968,210579
25,1,94968,210579
25,2,94968,210579
25,3,94968,210579
25,4,94968,210579
26,0,94968,210579
26,1,94968,210579
26,2,94968,210579
26,3,94968,210579
26,4,94968,210579
27,0,94968,210579
27,1,94968,210579
27,2,94968,210579
27,3,94968,210579
27,4,94968,210579
28,0,94968,210579
28,1,94968,210579
28,2,94968,210579
28,3,94968,210579
28,4,94968,210579
29,0,94968,210579
29,1,94968,210579
29,2,94968,210579
29,3,94968,210579
29,4,94968,210579
30,0,94968,210579
30,1,94968,210579
30,2,94968,210579
30,3,94968,210579
30,4,94968,210579
31,0,94968,210579
31,1,94968,210579
31,2,94968,210579
31,3,94968,210579
31,4,94968,210579
32,0,94968,210579
32,1,94968,210579
32,2,94968,210579
32,3,94968,210579
32,4,94968,210579
33,0,94968,210579
33,1,94968,210579
33,2,94968,210579
33,3,94968,210579
33,4,94968,210579
34,0,94968,210579
34,1,94968,210579
34,2,94968,210579
34,3,94968,210579
34,4,94968,210579
35,0,94968,210579
35,1,94968,210579
35,2,94968,210579
35,3,94968,210579
35,4,94968,210579
36,0,94968,210579
36,1,94968,210579
36,2,94968,210579
36,3,94968,210579
36,4,94968,210579
37,0,94968,210579
37,1,94968,210579
37,2,94968,210579
37,3,94968,210579
37,4,94968,210579
38,0,94968,210579
38,1,94968,210579
38,2,94968,210579
38,3,94968,210579
38,4,94968,210579
39,0,94968,210579
39,1,94968,210579
39,2,94968,210579
39,3,94968,210579
39,4,94968,210579
